,id,mention,cui,start_index,end_index,sentence,uniq_cui
925,925,ziekte van Lyme,"['C0024198', 'C0752235']",24,39,", urineweginfecties, de ziekte van Lyme en hersenvliesontsteking.",C0024198
926,926,Xylitol,['C0043369'],4,11,Van Xylitolhoudende kauwgom wordt beweerd dat deze een remmende werking heeft op de cariogene (=cariës verwekkende),C0043369
927,927,aminozuren,['C0002520'],32,42,Deze enzymen worden gemaakt van aminozuren die worden vrijgegeven door hydrolyse van eiwitten en de energie die wordt opgewekt door de celademhaling die door de ethyleen is bevorderd.,C0002520
928,928,darmkanaal,['C0017189'],102,112,Ademhaling kan bij zeer kleine dieren plaatsvinden door directe diffusie als afstanden van de huid of darmkanaal naar de organen kleiner dan een millimeter zijn.,C0017189
929,929,kooldioxide,['C0007012'],91,102,De ademhaling bij de plant is het proces van gaswisseling (vaak in de vorm van zuurstof en kooldioxide) tussen een plant en zijn directe omgeving.,C0007012
930,930,rustgevers,['C0040616'],79,89,In de jaren 1950 raakte valeriaan in onbruik met de opkomst van farmaceutische rustgevers.,C0040616
931,931,oorontsteking,['C0029882'],77,90,"Voorbeelden van doofheid veroorzaakt door ziekte zijn hersenvliesontsteking, oorontsteking en rodehond tijdens de zwangerschap.",C0029882
932,932,onvruchtbaar,['C0021359'],28,40,De dieren zijn bijna altijd onvruchtbaar.,C0021359
933,933,Tryptizol,['C0002600'],87,96,"In de nacht van 24 op 25 november 1974 nam hij een overdosis van zijn antidepressivum ""Tryptizol"".",C0002600
934,934,testikels,['C0039597'],21,30,De reuen dienen twee testikels te hebben die volledig in het scrotum moeten zijn ingedaald.,C0039597
935,935,2-propanol,['C0022237'],134,144,"De additie van water, die gekatalyseerd wordt door een niet-nucleofiel zuur (typisch zwavelzuur of fosforzuur), leidt tot vorming van 2-propanol.",C0022237
936,936,TBC,['C0041296'],145,148,"Van het Reve betoogt dat de theorie op ieder willekeurig verschijnsel is toe te passen, bijvoorbeeld op het schrijverschap van Harry Mulisch, op TBC, of de vermeende almacht van het jodendom.",C0041296
937,937,1-butanol,['C0089147'],68,77,"Het tolueen of xyleen werd vervangen door alcoholen als 1-propanol, 1-butanol of diacetonalcohol, of cresolen.",C0089147
938,938,letsel,['C3263723'],56,62,"De oorzaak van een semeion is een ziekte, aandoening of letsel.",C3263723
939,939,letsels,['C3263723'],116,123,"Het is een overkoepelend begrip voor de verzameling van symptomen, syndromen, klinische tekens, ziekten, handicaps, letsels en vormen van RSI.",C3263723
940,940,houtsoorten,['C0043217'],108,119,"Er kan gebruik worden gemaakt van materiaal dat een soortelijk gewicht kleiner dan 1 heeft, zoals de meeste houtsoorten.",C0043217
941,941,angst,"['C0003469', 'C0154455']",145,150,"In een studie van Rifka Weehuizen bleek dat de behandeling van veelvoorkomende stoornissen met een hoge ziektelast, zoals burn-out, depressie en angst, een goede kosten-batenverhouding heeft.",C0003469
942,942,CO,['C0007012'],98,100,Met behulp van het observatorium heeft de Amerikaanse chemicus Charles David Keeling metingen van CO in de atmosfeer verricht die leidden tot de Keelingcurve.,C0007012
943,943,kloofjes,['C0221245'],31,39,", ook mondhoekragaden, mondhoekkloofjes of scheurmond genoemd, zijn kloofjes die ontstaan in de mondhoeken, bijvoorbeeld door een te kleine beethoogte.",C0221245
944,944,onychomycose,['C0040261'],39,51,"De schimmelinfectie van de nagel wordt onychomycose genoemd en wordt vrijwel altijd veroorzaakt door andere schimmels, namelijk dermatofyten.",C0040261
945,945,Benzeen,['C0005036'],151,158,"Veel aromaten zijn carcinogeen, dit komt omdat het polaire stoffen zijn die vrijuit door onze celmembranen bewegen en schade kunnen aanrichten aan DNABenzeen kent een MAC-waarde van 0,2 [ppm].",C0005036
946,946,koliek,['C0232488'],39,45,Hij overleed enkele dagen later aan de koliek.,C0232488
947,947,Verapamil,['C0042523'],68,77,"Voordeel hiervan zou zijn dat het medicijn, zoals corticosteroïden, Verapamil of Xiaflex direct bij de plaats terecht komt en in een hogere concentratie.",C0042523
948,948,Grampreparaat,['C0200966'],22,35,"De bacterie is in een Grampreparaat waar te nemen als kokken, in groepjes en los (druiventros).",C0200966
949,949,ATP,['C0001480'],68,71,"Indien er zuurstof aanwezig is halen ze hun energie, in de vorm van ATP, uit aerobe respiratie.",C0001480
950,950,tympanum,['C0041445'],20,28,"Het trommelvlies of tympanum is ongeveer 3/4 van de diameter van het oog, een verschil met sommige andere soorten.",C0041445
951,951,longemfyseem,"['C0029607', 'C0034067']",165,177,"Hij woonde aan het eind van zijn leven in Rome en later in de Franse plaats Thoiry, en overleed op 86-jarige leeftijd in een Zwitsers ziekenhuis aan de gevolgen van longemfyseem.",C0029607
952,952,polio,['C0032371'],80,85,"De rollator werd in 1978 uitgevonden door de Zweedse Aina Wifalk, die zelf door polio gehandicapt was.",C0032371
953,953,aandachtstekort-stoornis,"['C0041671', 'C1263846']",100,124,"Wanneer een kind minstens zes maanden impulsief en hyperactief gedrag vertoont, spreekt men van een aandachtstekort-stoornis (ADHD). ",C0041671
954,954,permetrine,['C0070455'],33,43,Een voorbeeld is het gebruik van permetrine zoals is beschreven in het Amerikaanse dorp Gaylord in de staat Minnesota.,C0070455
955,955,mensen,['C0086418'],104,110,MiljoenenstadEen miljoenenstad is een algemene term om een stad aan te duiden waar meer dan 1 miljoen mensen wonen.,C0086418
956,956,letsel,['C3263723'],20,26,Een whiplash is een letsel aan de nek en/of rug,C3263723
957,957,tussenwervelschijven,['C0021815'],24,44,"Dit zijn plaatsen zoals tussenwervelschijven, de symfyse van de schaambeenderen, kaak- en kniegewricht en aanhechtingen van pezen aan bot.",C0021815
958,958,symfyse,['C0034015'],49,56,"Dit zijn plaatsen zoals tussenwervelschijven, de symfyse van de schaambeenderen, kaak- en kniegewricht en aanhechtingen van pezen aan bot.",C0034015
959,959,schaambeenderen,['C0034014'],64,79,"Dit zijn plaatsen zoals tussenwervelschijven, de symfyse van de schaambeenderen, kaak- en kniegewricht en aanhechtingen van pezen aan bot.",C0034014
960,960,Covid-19,"['C5203670', 'CL1381981']",7,15,"Wegens Covid-19 werden optredens van internationale artiesten gestreamd vanuit Tokio, Boston en York.",C5203670
961,961,quaaludes,['C0025627'],189,198,"Tijdens de promotietour verhevigden de persoonlijke meningsverschillen zich, met een toppunt toen Henley in de nacht van 21 november 1980 werd gearresteerd toen in zijn hotelkamer cocaïne, quaaludes en marihuana werd gevonden nadat een 16-jarige prostituee in zijn hotelkamer door drugs bevangen was geraakt.",C0025627
962,962,COVID-19,"['C5203670', 'CL1381981']",182,190,"De Universiteit Wageningen heeft met subsidie het bedrijf Surfix opgericht, dat plug-and-play testen voor diagnostiek ontwikkelt, als eerste voor vroege kankerdiagnose, detectie van COVID-19 en opsporing van pathogenen in water voor aquacultuur.",C5203670
963,963,ademhaling,['C0035237'],38,48,"Bovenaan de hals zit de keel, waar de ademhaling en de voedselweg samenkomen.",C0035237
964,964,allergische reacties,['C1690571'],12,32,Ook zijn er allergische reacties bekend.,C1690571
965,965,timmerhout,['C0043217'],50,60,"Het ging vooral om handel in specerijen, zijde en timmerhout.",C0043217
966,966,spijsverteringsstelsel,['C0017189'],57,79,Het achterlijf bevat de organen van de vlinder zoals het spijsverteringsstelsel.,C0017189
967,967,femur,['C0015811'],133,138,"De poten bestaan uit verschillende delen, van het lichaam af aan bestaan de poten uit de heup of coxa, de scheen of tibia, de dij of femur en aan het uiteinde de voet of tarsus.",C0015811
968,968,tyfus,"['C0041471', 'C0041472', 'C0041473', 'C0343758']",66,71,"de Spaanse griep, levensmiddelenonderzoek, difterie, tuberculose, tyfus en syfilis, maar ook watervervuiling speelde al een rol.",C0041471
969,969,isobutaan,['C3495387'],58,67,Alkylering of alkylatie is een reactie tussen olefinen en isobutaan tot vorming van sterk vertakte alkanen.,C3495387
970,970,persoon,['C0086418'],140,147,"SchoonheidSchoonheid of mooiheid is de waargenomen of aangevoelde kwaliteit van een object, een levend wezen zoals een plant of dier, een persoon, een idee of een uiting van kunst die aanleiding geeft tot voldoening of waardering.",C0086418
971,971,COVID-19,"['C5203670', 'CL1381981']",139,147,Meat Loaf overleed op 20 januari 2022 op 74-jarige leeftijd in een ziekenhuis in Nashville (Tennessee) waarschijnlijk aan complicaties van COVID-19.,C5203670
972,972,houtige,['C0043217'],84,91,"Het kan hierbij gaan om kruidachtige delen bij kruidachtige planten, druiven alsook houtige delen bij struiken en bomen.",C0043217
973,973,moderne mensen,['C0086418'],37,51,"Van de 150.000 à 200.000 jaar dat er moderne mensen leven op deze planeet, hebben ze de langste tijd hiervan geleefd als jager-verzamelaars.",C0086418
974,974,darmen,['C0017189'],57,63,Binnen het grote bekken bevindt zich een gedeelte van de darmen.,C0017189
975,975,menselijke,['C0086418'],69,79,"Ook bij verscheidene continentale filosofen komt het probleem van de menselijke kennis aan de orde, voornamelijk in de fenomenologie.",C0086418
976,976,duiveluitdrijving,['C4045985'],51,68,Bij Gérardine Rychaert uit Veurne werd in 1624 een duiveluitdrijving uitgevoerd na een bezoek aan Idesbaldus.,C4045985
977,977,polio,['C0032371'],36,41,In 1951 leed hij aan de virusziekte polio.,C0032371
978,978,smaakreceptoren,['C0039337'],62,77,"Een bittere smaak wordt waargenomen via de T2R-receptoren, de smaakreceptoren die verantwoordelijk zijn voor de waarneming van een bittere stof.",C0039337
979,979,zelfverminking,"['C0036601', 'C0085271', 'C0853089']",129,143,"Patiënten waarbij sprake is van ""rapid cycling"" (vier of meer episodes per jaar) kennen de slechtste prognose, onder andere door zelfverminking en suïcide.",C0036601
980,980,bipolaire stoornis I,"['C0005586', 'C0005587', 'C0024713', 'C0236780']",71,91,"De cyclothyme stoornis kan gezien worden als een lichte variant van de bipolaire stoornis I, waarbij zowel manische als depressieve episodes voorkomen.",C0005586
981,981,oogleden,['C0015426'],60,68,Andere typische kenmerken zijn het ontbreken van beweegbare oogleden en de aangepaste gepaarde organen als de longen en de nieren.,C0015426
982,982,allergische,['C1690571'],46,57,"Vanwege bijwerkingen van de medicijnen en een allergische aanleg, kreeg hij te maken met hyperactiviteit.",C1690571
983,983,trauma,['C3203533'],54,60,"Amputatie is voor de geamputeerde meestal een ernstig trauma, niet alleen lichamelijk, maar ook geestelijk.",C3203533
984,984,buikpijn of buikkramp,['C0000737'],131,152,De mate van giftigheid verschilt tussen de soorten van dodelijk giftige paddenstoelen tot weinig giftige soorten die niet meer dan buikpijn of buikkramp veroorzaken.,C0000737
985,985,ziekte van Lyme,"['C0024198', 'C0752235']",171,186,"Plotsdoofheid kan het gevolg zijn van ziekte (bijvoorbeeld hersenvliesontsteking of een brughoektumor), een virusinfectie, medicijnvergiftiging (bepaalde antibiotica), de ziekte van Lyme, een verkeersongeval, een val van een trap of lawaai.",C0024198
986,986,hydrocortison,['C0020268'],113,126,"Het is een synthetisch, maar sterker werkend analogon van het natuurlijke bijnierschorshormoon (corticosteroïde) hydrocortison.Prednison is vooral effectief bij het onderdrukken van het immuunsysteem.",C0020268
987,987,ADHD,"['C0041671', 'C1263846']",103,107,"In gecontroleerd onderzoek is bij ongeveer 70% van de adequaat behandelde kinderen en adolescenten met ADHD een gewenst effect aangetoond op hun concentratie, activiteit, impulsiviteit en agressiviteit.",C0041671
988,988,agressiviteit,"['C1457883', 'C0001807', 'C0424323']",188,201,"In gecontroleerd onderzoek is bij ongeveer 70% van de adequaat behandelde kinderen en adolescenten met ADHD een gewenst effect aangetoond op hun concentratie, activiteit, impulsiviteit en agressiviteit.",C1457883
989,989,lichaamsfuncties,['C0031845'],5,21,"Alle lichaamsfuncties, dus ook de groei, zijn hiervan afhankelijk.",C0031845
990,990,CO,['C0007012'],38,40,De atmosfeer bestond voornamelijk uit CO.,C0007012
991,991,CO2,['C0007012'],80,83,Daarnaast met de elektrificering van het wagenpark met meerdere laadpalen is de CO2-reductie gerealiseerd van wel tachtig procent.,C0007012
992,992,kooldioxide,['C0007012'],91,102,De ijskap van de Martiaanse zuidpool bleek voor het overgrote deel te bestaan uit bevroren kooldioxide en de luchtdruk vastgesteld op 6 à 7 millibar.,C0007012
993,993,1-butanol,['C0089147'],108,117,"Op industriële schaal wordt thiofeen bereid door een butaanderivaat (""n""-butaan, 1-buteen, 1,3-butadieen of 1-butanol) te laten reageren met zwaveldioxide of koolstofdisulfide over een oxide-katalysator bij 500-550 °C.",C0089147
994,994,ziekenhuizen,['C0019994'],30,42,"""Verpleegkundigen werken in ziekenhuizen, de geestelijke gezondheidszorg, revalidatiecentra, de gehandicaptenzorg, verpleeg- en verzorgingshuizen, privéklinieken, gevangenissen, de thuiszorg,in de openbare gezondheidszorg (OGZ) bij een GGD, bij defensie of als particulier.",C0019994
995,995,atomen,['C0567415'],88,94,"Elektronen versnellen onder invloed van een elektrisch veld, en ze komen in botsing met atomen in het rooster van de geleider zodat de kinetische energie van de elektronen wordt omgezet in thermische energie.",C0567415
996,996,audiologen,['C1274030'],211,221,"De beslissing of de ingreep - het operatief implanteren van de CI - met een redelijke kans op succes uitgevoerd kan worden, wordt door de CI-arts genomen op basis van advies van het CI-team waarin logopedisten, audiologen, Maatschappelijk medewerker, een psycholoog en een kno-arts zitten.",C1274030
997,997,hartaanval,['C0027051'],51,61,Hij overleed in 1916 op 43-jarige leeftijd aan een hartaanval in zijn hotelkamer nadat hij met vrienden een restaurant had bezocht.,C0027051
998,998,DNA-sequentie,['C0004793'],98,111,"Expressie-vectoren, gebruikt om bacteriën een gewenste proteïne te laten maken, bevatten vaak een DNA-sequentie die codeert voor een enterokinase.",C0004793
999,999,ATP,['C0001480'],86,89,De fosfaatgroep die wordt gebruikt door een kinase is vaak afkomstig van een molecuul ATP.,C0001480
1000,1000,aminozuren,['C0002520'],61,71,"Het klassieke Miller–Urey-experiment uit 1952 toonde aan dat aminozuren, de chemische bouwstenen van de eiwitten die in alle levende organismen worden gebruikt, spontaan kunnen worden gesynthetiseerd uit anorganische verbindingen onder omstandigheden die overeenkomen met die van de vroege aarde.",C0002520
1001,1001,mitochondria,['C0026237'],81,93,"Zijn werk droeg bij aan de consensus over de endosymbiontentheorie: het idee dat mitochondria, chloroplasten en mogelijk andere organellen van eukaryotische cellen afstammen van prokaryotische endosymbionten, die later onderdak vonden in eukaryotische cellen.",C0026237
1002,1002,luchtwegen,['C0035237'],41,51,De stof is irriterend voor de ogen en de luchtwegen.,C0035237
1003,1003,kooldioxide,['C0007012'],72,83,Diepvriesinstallaties zijn veelal cascade-systemen met ammoniak (NH) en kooldioxide (CO).,C0007012
1004,1004,natrium-,['C0037517'],45,53,"De reactie met alkalimetaalhydroxiden, zoals natrium- of kaliumhydroxide, leidt tot vorming van een equimolair mengsel van het overeenkomstig nitriet- en nitraatzout:",C0037517
1005,1005,trauma,['C3263723'],134,140,"Bij een epiduraal hematoom komt er bloed vrij buiten het harde hersenvlies (tussen het harde hersenvlies en de schedel), vaak met een trauma als oorzaak.",C3263723
1006,1006,stoflongen,['C0032273'],93,103,"Bij het werken in een omgeving met veel stof kan er gezondheidsschade ontstaan, bijvoorbeeld stoflongen.",C0032273
1007,1007,ziektesymptomen,['C1457887'],176,191,ElektrohypersensitiviteitMet elektrohypersensitiviteit (EHS) of elektroallergie wordt een vermeende overgevoeligheid voor elektromagnetische straling bedoeld die zich uit in ziektesymptomen.,C1457887
1008,1008,autistische,['C0004352'],133,144,"Zijn moeder was zo bezorgd over zijn gebrekkige sociale ontwikkeling dat zij overwoog om hem mee te laten doen aan een onderzoek bij autistische kinderen, onder leiding van Bruno Bettelheim.",C0004352
1009,1009,leerstoornissen,"['C0023186', 'C0751265']",104,119,Het stellen van de diagnose dyscalculie is in Nederland voorbehouden aan specialisten op het gebied van leerstoornissen.,C0023186
1010,1010,dwerggroei,['C0001080'],86,96,"Bij de amish komt het syndroom van Ellis-van Creveld vaker voor, waarbij onder andere dwerggroei en polydactylie als symptomen aanwezig zijn.",C0001080
1011,1011,tussenwervelschijven,['C0021815'],33,53,"Wanneer iemand ouder wordt en de tussenwervelschijven dunner worden, kan iemand een gebogen bovenrug krijgen.",C0021815
1012,1012,staartbeen,['C0009194'],57,67,"van boven naar beneden 24 wervels, het heiligbeen en het staartbeen.",C0009194
1013,1013,darmfunctie,['C0017189'],11,22,Het zou de darmfunctie en de stoelgang stimuleren.,C0017189
1014,1014,kinderverlamming,['C0032371'],126,142,"In 1957 werd de naam gewijzigd in Prinses Beatrix Fonds, het fonds breidde het werkterrein uit naar andere spierziekten omdat kinderverlamming in Nederland door middel van vaccinatie al vrij snel bedwongen was.",C0032371
1015,1015,smaakreceptoren,['C0039337'],19,34,"Het orgaan waar de smaakreceptoren liggen, is de tong.",C0039337
1016,1016,luchtwegklachten,['C0035237'],67,83,Hij reisde door naar San Francisco waar hij al snel last kreeg van luchtwegklachten.,C0035237
1017,1017,brein,['C1269537'],119,124,Vanuit de neurologie is bekend dat wat we denken te zien niet 100% overeenstemt met het beeld dat via ons netvlies het brein bereikt.,C1269537
1018,1018,ziekenhuizen,['C0019994'],91,103,"Diëtisten kunnen zowel een zelfstandige praktijk hebben als in loondienst werken, zoals in ziekenhuizen en verzorgingstehuizen, maar ook in voedingsmiddelenbedrijven, cateringbedrijven en producenten van bereide maaltijden.",C0019994
1019,1019,blaaskanker,['C0006826'],57,68,"Een dieptepunt was, in 1891, zijn vaders overlijden door blaaskanker.",C0006826
1020,1020,luchtwegen,['C0035237'],87,97,"Inhalatie van oxaalzuur kan verschillende gradaties van longschade en irritatie aan de luchtwegen veroorzaken, gekarakteriseerd door branderig gevoel in de keel, kuchen en hoesten.",C0035237
1021,1021,potas,['C0071755'],113,118,"Ook op het gebied van de theoretische chemie deed Gay-Lussac naderhand belangrijke ontdekkingen, onder meer over potas, chloor en jood.",C0071755
1022,1022,DHA,['C0556150'],75,78,"Regelmatig vasten, vegetarisme en een voeding rijk aan visvetzuren (EPA en DHA) worden in verband gebracht met een verbetering van psoriasis.",C0556150
1023,1023,doven,"['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']",170,175,"Een hoortoestel, ook wel (ge)hoorapparaat genoemd, is een klein elektronisch apparaat waarmee slechthorenden beter geluid kunnen waarnemen, bij ernstig slechthorenden of doven met restgehoor kan het hoortoestel het spraakafzien (liplezen) ondersteunen.",C0011053
1024,1024,COVID-19,"['C5203670', 'CL1381981']",104,112,"Zij zou de rol van Becky te spelen, naast Willemijn Verkaik, Lisse Knaapen en Jonathan Demoor maar door COVID-19 ging dit niet door.",C5203670
1025,1025,abortus provocatus,['C0392535'],86,104,"Hij hief ook het verbod op op federale financiering van buitenlandse organisaties die abortus provocatus mogelijk maken, in maart 2009 gevolgd door het opheffen van het verbod op federale subsidies voor embryoverbruikend stamcelonderzoek.",C0392535
1026,1026,bovenkaken,['C0024947'],58,68,"In de ronde snuit vormen de tanddragende beenderen van de bovenkaken, de praemaxillae en maxillae, een opstaande rand die licht naar binnen bolt.",C0024947
1027,1027,maxillae,['C0024947'],77,85,"In de ronde snuit vormen de tanddragende beenderen van de bovenkaken, de praemaxillae en maxillae, een opstaande rand die licht naar binnen bolt.",C0024947
1028,1028,Nandrolon,['C0027368'],69,78,In 2001 werd hij voor zeven maanden geschorst wegens het gebruik van Nandrolon.,C0027368
1029,1029,alcoholist,['C0001956'],37,47,Hij verliet de middelbare school als alcoholist.,C0001956
1030,1030,plaag,['C0014499'],29,34,Heksenkringen kunnen als een plaag worden gezien voor een gazon.,C0014499
1031,1031,typhus,"['C0041471', 'C0041472', 'C0041473', 'C0343758']",66,72,Door het verdunnen van melk met vervuild water waren uit Engeland typhus-uitbraken onder de bevolking bekend.,C0041471
1032,1032,symptomen,['C1457887'],34,43,"en kenmerkt zich door een drietal symptomen: draaiduizeligheid, tinnitus en gehoorverlies.",C1457887
1033,1033,gehoorverlies,['C0018777'],76,89,"en kenmerkt zich door een drietal symptomen: draaiduizeligheid, tinnitus en gehoorverlies.",C0018777
1034,1034,traumatische,['C3203533'],74,86,De clowns bieden kinderen die ernstig ziek of gehandicapt zijn of die een traumatische ervaring hebben gehad wat afleiding waardoor zij hun ziekte even kunnen vergeten.,C3203533
1035,1035,CO,['C0007012'],49,51,De Greenline-serie van Škoda heeft een zeer lage CO-uitstoot waardoor autos uit deze serie ook een A-label krijgen.,C0007012
1036,1036,GABA,['C0016904'],60,64,"Hij was op zoek naar een stof die qua werkzaamheid lijkt op GABA, maar beter de bloed-hersenbarrière passeert.",C0016904
1037,1037,Onychopathie,['C0027339'],61,73,De nagelplaat (de zichtbare bovenkant) bestaat uit 3 lagen:Onychopathie en onychosen zijn de algemene termen voor ziekten en afwijkingen aan de nagel.,C0027339
1038,1038,hartaanval,['C0027051'],69,79,In november 2004 overleed Donald Jones op 72-jarige leeftijd aan een hartaanval.,C0027051
1039,1039,neuron,['C0027882'],57,63,Err:508,C0027882
1040,1040,atomen,['C0567415'],62,68,"Een zeoliet is opgebouwd uit silicium-, aluminium- en zuurstofatomen.",C0567415
1041,1041,hersenholten,"['C0007799', 'C2333438']",185,197,"Het limbisch systeem (ook wel zoogdierenbrein genoemd), Latijn: ""limbus"", rand of zoom, is een groep structuren die tussen de hersenstam en de hersenschors ligt en als een ring rond de hersenholten heen gaat.",C0007799
1042,1042,miskramen,['C0000786'],102,111,Zo moet de betrokkene toestemming verlenen en mag het weefsel alleen afkomstig zijn van abortussen en miskramen.,C0000786
1043,1043,blind,"['C0155020', 'C0271215', 'C0456909']",64,69,"die schrikt en valt uit de toren in een doornstruik, waarop hij blind wordt.",C0155020
1044,1044,gezicht,['C0015450'],124,131,"meek-up; soms ook ""decoratieve cosmetica"" genoemd) zijn verschillende middelen die worden gebruikt om het uiterlijk van een gezicht bepaalde accenten te geven.",C0015450
1045,1045,auditief,['C0013443'],61,69,"Zo schijnt er een sterke wisselwerking te bestaan tussen het auditief gehoorsysteem (plus corticale gebieden), het limbisch systeem (veroorzaker van emotionele associaties) en het autonoom zenuwstelsel (lichaamsfuncties): wanneer interne geluidsprikkels (bij tinnitus) of externe geluidsprikkels (bij hyperacusis) negatieve reacties veroorzaken, dan ontstaat er een negatieve spiraal van hypervigilantie/alertheid op bepaalde geluiden met in bepaalde mate lichamelijke klachten (o.a. gespannenheid, trillen, schrikreacties, zweten) en geestelijke klachten (o.a. angstreacties, depressie) tot gevolg.",C0013443
1046,1046,corticale,['C0007776'],90,99,"Zo schijnt er een sterke wisselwerking te bestaan tussen het auditief gehoorsysteem (plus corticale gebieden), het limbisch systeem (veroorzaker van emotionele associaties) en het autonoom zenuwstelsel (lichaamsfuncties): wanneer interne geluidsprikkels (bij tinnitus) of externe geluidsprikkels (bij hyperacusis) negatieve reacties veroorzaken, dan ontstaat er een negatieve spiraal van hypervigilantie/alertheid op bepaalde geluiden met in bepaalde mate lichamelijke klachten (o.a. gespannenheid, trillen, schrikreacties, zweten) en geestelijke klachten (o.a. angstreacties, depressie) tot gevolg.",C0007776
1047,1047,homo genus,['C0086418'],83,93,"De werktuigen moesten zijn gemaakt door ""homo erectus"", toen het enige lid van de ""homo genus"" in Zuidoost-Azië.",C0086418
1048,1048,hongeroedeem,['C0013604'],167,179,"Toen de Steurtjes kort na de bevrijding hoorden, dat Pa de kampen had overleefd, haalden ze hem op en brachten ze hem - voorzichtig rijdend vanwege zijn erg pijnlijke hongeroedeem - naar zijn Huize Oranje-Nassau terug.",C0013604
1049,1049,duimknokkel,['C0016125'],67,78,Dit voorkomt dat de hulpverlener het slachtoffer verwondt met zijn duimknokkel.,C0016125
1050,1050,ademhaling,['C0035237'],62,72,Een andere functie van de ribben is het mogelijk maken van de ademhaling.,C0035237
1051,1051,hartaanval,['C0027051'],39,49,dAlbert stierf in Riga in 1932 aan een hartaanval.,C0027051
1052,1052,alcoholverslaving,['C0001956'],66,83,Gibson liet in een verklaring weten hulp te gaan zoeken voor zijn alcoholverslaving nadat hij op borgtocht vrijkwam.,C0001956
1053,1053,maxilla,['C0024947'],40,47,Daarentegen zijn de eerste tanden in de maxilla weer erg groot;,C0024947
1054,1054,lethargisch,['C0023380'],16,27,De waterspin is lethargisch en zit het grootste deel van zijn leven ondersteboven te wachten in de luchtbel onder water tot er een prooi voorbij komt.,C0023380
1055,1055,claustrofobische,['C0008909'],150,166,"""Film noir"" (zoals ze hun ontdekking doopten) was volgens hen een weerspiegeling van het pessimisme in deze sombere oorlogsperiode, en de corrupte en claustrofobische wereld van de film noir belichaamde deze existentiële angsten en het verlies van alle idealisme.",C0008909
1056,1056,Volksgezondheid,['C0034019'],79,94,"In het Europees Parlement was hij sinds 1994 lid van de commissie voor Milieu, Volksgezondheid en Voedselveiligheid.",C0034019
1057,1057,sternum,['C0038293'],36,43,De buikzijde van een krab wordt het sternum genoemd en bestaat uit brede platen of sternieten.,C0038293
1058,1058,lachgas,['C0028215'],85,92,Het gebruik van overmatig kunstmest leidt echter tot de uitstoot van het broeikasgas lachgas (NO).,C0028215
1059,1059,hartaanval,['C0027051'],40,50,Daar stierf hij op 20 juli 1951 aan een hartaanval.,C0027051
1060,1060,trauma,['C3203533'],32,38,Sommige kinderen komen over dat trauma heen.,C3203533
1061,1061,hoge bloeddruk,"['C0020538', 'C0497247']",114,128,Daarnaast kan iemand die lange tijd wordt blootgesteld aan de harde geluiden last krijgen van angststoornissen en hoge bloeddruk.,C0020538
1062,1062,haarvaten,['C0005847'],44,53,Vitamine A is van belang voor de opbouw van haarvaten en daarmee voor de gezondheid van alle cellen.,C0005847
1063,1063,lancetvormig,['C0392220'],37,49,Het achterlijf is breed en enigszins lancetvormig.,C0392220
1064,1064,eind van een axon,['C0206181'],201,218,"Het signaal kan daar als een elektrisch signaal worden overgedragen, maar wordt meestal overgedragen door chemische stoffen, zogenaamde neurotransmitters. Deze neurotransmitters worden meestal bij het eind van een axon geproduceerd en overgedragen op een dendriet van een ander neuron maar er zijn ook synapsen tussen axonen en het cellichaam of tussen dendrieten onderling.",C0206181
1065,1065,aminozuren,['C0002520'],89,99,"ParathormoonParathormoon, parathyreoïdhormoon of PTH is een hormoon dat bestaat uit 84 aminozuren en wordt geproduceerd door de bijschildklieren.",C0002520
1066,1066,ademstilstand,['C0003578'],117,130,SlaapapneuSlaapapneu (afkorting van slaapapneusyndroom) is een slaapstoornis waarbij tijdens de slaap perioden van ademstilstand of ernstig verzwakte ademhaling voorkomen.,C0003578
1067,1067,psychisch trauma,['C3203533'],35,51,"Het kan echter ook zijn dat er een psychisch trauma ontstaat, en mogelijk",C3203533
1068,1068,ADHD,"['C0041671', 'C1263846']",52,56,(Dit soort problemenkomen ook voor bij bijvoorbeeld ADHD en niet-verbale leerstoornissen.),C0041671
1069,1069,vocht,['C0005889'],47,52,"Als een slijmbeurs ontstoken is, maakt ze meer vocht aan.",C0005889
1070,1070,koolzuurgas,['C0007012'],145,156,"Het bestaat uit een microscopisch kleine opening, gevormd door twee sluitcellen, bij vaatplanten meestal aan de onderzijde van de bladeren, waar koolzuurgas, zuurstofgas en waterdamp door diffunderen.",C0007012
1071,1071,isopropanol,['C0022237'],90,101,"Typische voorbeelden van gebruikte oplosmiddelen zijn water, aceton, alcohol (ethanol) en isopropanol.",C0022237
1072,1072,allergenen,['C0002092'],14,24,"De beruchtste allergenen die de pinda bevat, zijn drie suikereiwitmoleculen die Ara h 1, Ara h 2 en Ara h 3 worden genoemd.",C0002092
1073,1073,kootje,['C0584876'],52,58,De tweede teenklauw leek niet langer dan het eerste kootje van de tweede teen.,C0584876
1074,1074,CO,['C0007012'],73,75,"Daarnaast beschikte ""Viking 1"" over straalpijpjes voor de standregeling (CO), jaloezieën voor interne temperatuurregeling, een Canopus-volger (voor oriëntatie) en vier zonnepanelen.",C0007012
1075,1075,maxilla,['C0024947'],25,32,In het bovenkaaksbeen of maxilla staan dertien tot vijftien tanden;,C0024947
